Num,Date,Cloudiness,High Temperature,Humidity,Precipitation,Wind Speed,Summary,Dew Point,Moon Phase
45,2018-12-13 08:00:00,0.0,58.42,0.57,0.0,3.91,Clear throughout the day.,37.37,0.2
46,2018-12-14 08:00:00,0.6,59.27,0.78,0.0121,3.24,Mostly cloudy throughout the day.,46.73,0.23
47,2018-12-15 08:00:00,0.69,58.28,0.79,0.0015,2.29,Mostly cloudy throughout the day.,48.55,0.26
48,2018-12-16 08:00:00,0.89,58.74,0.81,0.1519,5.43,Rain starting in the afternoon.,50.28,0.29
49,2018-12-17 08:00:00,0.64,58.0,0.83,0.0297,1.44,Mostly cloudy until evening.,48.31,0.33
50,2018-12-18 08:00:00,0.45,59.67,0.83,0.0003,1.7,Mostly cloudy throughout the day.,48.39,0.36
51,2018-12-19 08:00:00,0.74,57.11,0.87,0.0009,2.01,Mostly cloudy until evening.,50.8,0.39
52,2018-12-20 08:00:00,0.82,52.95,0.88,0.0008,0.99,Mostly cloudy throughout the day.,47.66,0.43
53,2018-12-21 08:00:00,0.81,55.75,0.88,0.0167,1.46,Mostly cloudy throughout the day.,49.61,0.46
54,2018-12-22 08:00:00,0.38,56.08,0.63,0.0003,1.96,Partly cloudy throughout the day.,38.41,0.51
55,2018-12-23 08:00:00,0.61,57.49,0.69,0.0036,0.86,Mostly cloudy throughout the day.,42.1,0.54
56,2018-12-24 08:00:00,0.94,57.04,0.86,0.1367,3.23,Rain starting in the afternoon.,48.38,0.58
57,2018-12-25 08:00:00,0.26,58.22,0.7,0.0208,5.06,Mostly cloudy in the morning.,41.75,0.61
58,2018-12-26 08:00:00,0.17,57.18,0.65,0.0,2.33,Partly cloudy in the morning.,39.36,0.65
59,2018-12-27 08:00:00,0.07,57.52,0.53,0.0,6.51,Clear throughout the day.,32.75,0.69
60,2018-12-28 08:00:00,0.03,57.82,0.33,0.0,4.83,Clear throughout the day.,22.75,0.73
61,2018-12-29 08:00:00,0.09,57.68,0.45,0.0,0.69,Clear throughout the day.,29.32,0.76
62,2018-12-30 08:00:00,0.29,57.47,0.73,0.0,1.85,Partly cloudy in the morning.,41.26,0.8
