Sausalito,City,Marin,"7,061",1.77,4.6,"September 4, 1893"
Scotts Valley,City,Santa Cruz,"11,580",4.59,11.9,2-Aug-66
Seal Beach,City,Orange,"24,168",11.29,29.2,27-Oct-15
Seaside,City,Monterey,"33,025",9.24,23.9,13-Oct-54
Sebastopol,City,Sonoma,"7,379",1.85,4.8,13-Jun-02
Selma,City,Fresno,"23,219",5.14,13.3,"March 15, 1893"
Shafter,City,Kern,"16,988",27.94,72.4,20-Jan-38
Shasta Lake,City,Shasta,"10,164",10.92,28.3,2-Jul-93
Sierra Madre,City,Los Angeles,"10,917",2.95,7.6,2-Feb-07
Signal Hill,City,Los Angeles,"11,016",2.19,5.7,22-Apr-24
Simi Valley,City,Ventura,"124,237",41.48,107.4,10-Oct-69
Solana Beach,City,San Diego,"12,867",3.52,9.1,1-Jul-86
Soledad,City,Monterey,"25,738",4.41,11.4,9-Mar-21
Solvang,City,Santa Barbara,"5,245",2.43,6.3,1-May-85
Sonoma,City,Sonoma,"10,648",2.74,7.1,"September 3, 1883"
Sonora,City,Tuolumne,"4,903",3.06,7.9,"May 1, 1851"
South El Monte,City,Los Angeles,"20,116",2.84,7.4,30-Jul-58
South Gate,City,Los Angeles,"94,396",7.24,18.8,20-Jan-23
South Lake Tahoe,City,El Dorado,"21,403",10.16,26.3,30-Nov-65
South Pasadena,City,Los Angeles,"25,619",3.41,8.8,"March 2, 1888"
South San Francisco,City,San Mateo,"63,632",9.14,23.7,19-Sep-08
Stanton,City,Orange,"38,186",3.15,8.2,4-Jun-56
Stockton,City,San Joaquin,"291,707",61.67,159.7,"July 23, 1850"
Suisun City,City,Solano,"28,111",4.11,10.6,"October 9, 1868"
Sunnyvale,City,Santa Clara,"140,081",21.99,57,24-Dec-12
Susanville,City,Lassen,"17,947",7.93,20.5,24-Aug-00
Sutter Creek,City,Amador,"2,501",2.56,6.6,11-Feb-13
Taft,City,Kern,"9,327",15.11,39.1,7-Nov-10
Tehachapi,City,Kern,"14,414",9.87,25.6,13-Aug-09
Tehama,City,Tehama,418,0.79,2,5-Jul-06
Temecula,City,Riverside,"100,097",30.15,78.1,1-Dec-89
Temple City,City,Los Angeles,"35,558",4.01,10.4,25-May-60
Thousand Oaks,City,Ventura,"126,683",55.03,142.5,7-Oct-64
Tiburon,Town,Marin,"8,962",4.43,11.5,23-Jun-64
Torrance,City,Los Angeles,"145,538",20.48,53,21-May-21
Tracy,City,San Joaquin,"82,922",22,57,22-Jul-10
Trinidad,City,Humboldt,367,0.48,1.2,"November 7, 1870"
Truckee,Town,Nevada,"16,180",32.32,83.7,23-Mar-93
Tulare,City,Tulare,"59,278",20.93,54.2,"April 5, 1888"
Tulelake,City,Siskiyou,"1,010",0.41,1.1,1-Mar-37
Turlock,City,Stanislaus,"68,549",16.93,43.8,15-Feb-08
Tustin,City,Orange,"75,540",11.08,28.7,21-Sep-27
Twentynine Palms,City,San Bernardino,"25,048",59.14,153.2,23-Nov-87
Ukiah,City,Mendocino,"16,075",4.67,12.1,"March 8, 1876"
Union City,City,Alameda,"69,516",19.47,50.4,26-Jan-59
Upland,City,San Bernardino,"73,732",15.62,40.5,15-May-06
Vacaville,City,Solano,"92,428",28.37,73.5,"August 9, 1892"
Vallejo,City,Solano,"115,942",30.67,79.4,"March 30, 1868"
Ventura,City,Ventura,"106,433",21.65,56.1,"April 2, 1866"
Vernon,City,Los Angeles,112,4.97,12.9,22-Sep-05
Victorville,City,San Bernardino,"115,903",73.18,189.5,21-Sep-62
Villa Park,City,Orange,"5,812",2.08,5.4,11-Jan-62
Visalia,City,Tulare,"124,442",36.25,93.9,"February 27, 1874"
Vista,City,San Diego,"93,834",18.68,48.4,28-Jan-63
Walnut,City,Los Angeles,"29,172",8.99,23.3,19-Jan-59
Walnut Creek,City,Contra Costa,"64,173",19.76,51.2,21-Oct-14
Wasco,City,Kern,"25,545",9.43,24.4,22-Dec-45
Waterford,City,Stanislaus,"8,456",2.33,6,7-Nov-69
Watsonville,City,Santa Cruz,"51,199",6.69,17.3,"March 30, 1868"
Weed,City,Siskiyou,"2,967",4.79,12.4,25-Jan-61
West Covina,City,Los Angeles,"106,098",16.04,41.5,17-Feb-23
West Hollywood,City,Los Angeles,"34,399",1.89,4.9,29-Nov-84
West Sacramento,City,Yolo,"48,744",21.43,55.5,1-Jan-87
Westlake Village,City,Los Angeles,"8,270",5.19,13.4,11-Dec-81
Westminster,City,Orange,"89,701",10.05,26,27-Mar-57
Westmorland,City,Imperial,"2,225",0.59,1.5,30-Jun-34
Wheatland,City,Yuba,"3,456",1.48,3.8,"April 23, 1874"
Whittier,City,Los Angeles,"85,331",14.65,37.9,"February 25, 1898"
Wildomar,City,Riverside,"32,176",23.69,61.4,1-Jul-08
Williams,City,Colusa,"5,123",5.44,14.1,17-May-20
Willits,City,Mendocino,"4,888",2.8,7.3,"November 19, 1888"
Willows,City,Glenn,"6,166",2.85,7.4,"January 16, 1886"
Windsor,Town,Sonoma,"26,801",7.27,18.8,1-Jul-92
Winters,City,Yolo,"6,624",2.91,7.5,"February 9, 1898"
Woodlake,City,Tulare,"7,279",2.25,5.8,23-Sep-41
Woodland,City,Yolo,"55,468",15.3,39.6,"February 22, 1871"
Woodside,Town,San Mateo,"5,287",11.73,30.4,16-Nov-56
Yorba Linda,City,Orange,"64,234",19.48,50.5,2-Nov-67
Yountville,Town,Napa,"2,933",1.53,4,4-Feb-65
Yreka,City,Siskiyou,"7,765",9.98,25.8,"April 21, 1857"
Yuba City,City,Sutter,"64,925",14.58,37.8,23-Jan-08
Yucaipa,City,San Bernardino,"51,367",27.89,72.2,27-Nov-89
Yucca Valley,Town,San Bernardino,"20,700",40.02,103.7,27-Nov-91
